"","mean","detected","use","feature_symbol","sc3_gene_filter","sc3_4_markers_clusts","sc3_4_markers_padj","sc3_4_markers_auroc","sc3_5_markers_clusts","sc3_5_markers_padj","sc3_5_markers_auroc","sc3_6_markers_clusts","sc3_6_markers_padj","sc3_6_markers_auroc","sc3_7_markers_clusts","sc3_7_markers_padj","sc3_7_markers_auroc","sc3_4_de_padj","sc3_5_de_padj","sc3_6_de_padj","sc3_7_de_padj"
"Tb11.02.5120b",0.084375,3.125,TRUE,"Tb11.02.5120b",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb11.02.5130b",0.00625,0.46875,TRUE,"Tb11.02.5130b",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb11.02.5360",0.146875,2.34375,TRUE,"Tb11.02.5360",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb11.02.5360b",1.475,3.75,TRUE,"Tb11.02.5360b",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb11.02.5370",0.14375,3.125,TRUE,"Tb11.02.5370",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb11.02.5380",0.3234375,2.1875,TRUE,"Tb11.02.5380",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb11.02.5380b",0.7578125,2.34375,TRUE,"Tb11.02.5380b",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb11.02.5390",0.4984375,2.8125,TRUE,"Tb11.02.5390",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb11.02.5390b",0.58125,3.59375,TRUE,"Tb11.02.5390b",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb11.02.5400",1.90625,8.28125,TRUE,"Tb11.02.5400",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb11.02.5400b",0.5234375,5.15625,TRUE,"Tb11.02.5400b",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb11.02.5410",0.1,1.71875,TRUE,"Tb11.02.5410",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb11.02.5410b",0.2921875,1.71875,TRUE,"Tb11.02.5410b",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb11.02.5420",1.246875,9.53125,TRUE,"Tb11.02.5420",TRUE,1,0.00496258561555999,0.576782315912751,1,0.407687063180464,0.57340521114106,6,4.58270669270706e-05,0.606754888406083,6,0.062719239889036,0.586813186813187,0.0678323610343975,0.103458902471346,0.000311363891428472,0.00698109605897016
"Tb11.02.5420b",0.984375,4.375,TRUE,"Tb11.02.5420b",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb11.02.5430",0.0046875,0.3125,TRUE,"Tb11.02.5430",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb11.02.5430b",0.0671875,1.40625,TRUE,"Tb11.02.5430b",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb11.02.5440b",0.08125,2.03125,TRUE,"Tb11.02.5440b",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb11.0290",0.5890625,10,TRUE,"Tb11.0290",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb11.0300",0.0203125,1.09375,TRUE,"Tb11.0300",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb11.0310",0.0703125,1.09375,TRUE,"Tb11.0310",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb11.0320",0.1546875,2.03125,TRUE,"Tb11.0320",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb11.0330",1.303125,7.96875,TRUE,"Tb11.0330",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb11.0340",0.0359375,1.71875,TRUE,"Tb11.0340",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb11.0350",0.228125,2.34375,TRUE,"Tb11.0350",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb11.0360",0.090625,2.65625,TRUE,"Tb11.0360",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb11.0370",0.009375,0.625,TRUE,"Tb11.0370",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb11.0380",0.853125,7.1875,TRUE,"Tb11.0380",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb11.0390",80.7078125,44.6875,TRUE,"Tb11.0390",TRUE,1,3.53550335937052e-17,0.768935734153125,1,1.98036314061467e-14,0.808176100628931,6,2.52624305751065e-16,0.805332806636382,6,5.50393375401785e-15,0.826764346764347,1.43122345422154e-19,1.40871352804218e-26,7.55714861909082e-26,4.86400111510562e-26
"Tb11.0400",4.5953125,15.46875,TRUE,"Tb11.0400",TRUE,2,1.52543916053775e-19,0.708181250205518,5,3.90029464940484e-26,0.828227366319336,4,9.23043021053475e-25,0.829314217758985,5,9.23388600619576e-25,0.829314217758985,2.3189173307228e-18,4.46636707060728e-27,3.03960175557203e-26,2.47006059205992e-25
"Tb11.0410",0.3125,4.84375,TRUE,"Tb11.0410",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb11.0420",0.3203125,2.1875,TRUE,"Tb11.0420",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb11.0520",0.0078125,0.625,TRUE,"Tb11.0520",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb11.0530",0.4625,3.28125,TRUE,"Tb11.0530",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb11.0550",0.0375,1.875,TRUE,"Tb11.0550",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb11.0560",0.271875,2.1875,TRUE,"Tb11.0560",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb11.0820",1.3515625,17.03125,TRUE,"Tb11.0820",TRUE,1,3.63138895415189e-10,0.663841311667399,1,1.6049985909085e-05,0.659007187780773,6,7.15221317923065e-09,0.679834090460201,6,1.2505696179839e-06,0.677777777777778,1.22494549603336e-08,8.75204715284136e-07,9.436055691842e-09,5.55743438667943e-08
"Tb11.0840",0.2609375,2.03125,TRUE,"Tb11.0840",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb11.0845",0.2796875,4.84375,TRUE,"Tb11.0845",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb11.0850",0.5265625,2.8125,TRUE,"Tb11.0850",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb11.0860",0.00625,0.3125,TRUE,"Tb11.0860",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb11.0870",0.371875,2.5,TRUE,"Tb11.0870",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb11.0880",4.7765625,21.5625,TRUE,"Tb11.0880",TRUE,1,0.00327985326575567,0.604655248133509,5,0.026226260755979,0.638609845885069,4,0.00465439108463405,0.654895613107822,5,0.00477288653557499,0.654895613107822,0.00152463101587064,1.38695309811003e-07,1.05618897293559e-09,6.33738760941688e-09
"Tb11.0890",0.2796875,1.71875,TRUE,"Tb11.0890",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb11.1040",0.0125,1.25,TRUE,"Tb11.1040",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb11.1110",0.0234375,0.3125,TRUE,"Tb11.1110",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb11.1180",0.040625,1.09375,TRUE,"Tb11.1180",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb11.1190",0.2125,3.125,TRUE,"Tb11.1190",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb11.1200",0.246875,4.53125,TRUE,"Tb11.1200",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb11.1210",0.1703125,2.96875,TRUE,"Tb11.1210",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb11.1220",0.0921875,2.5,TRUE,"Tb11.1220",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb11.1230",0.003125,0.3125,TRUE,"Tb11.1230",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb11.1240",0.159375,2.34375,TRUE,"Tb11.1240",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb11.1300",0.009375,0.3125,TRUE,"Tb11.1300",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb11.1370",0.14375,1.40625,TRUE,"Tb11.1370",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb11.1380",1.90625,5.9375,TRUE,"Tb11.1380",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb11.1390",2.946875,9.0625,TRUE,"Tb11.1390",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb11.1400",0.0515625,1.40625,TRUE,"Tb11.1400",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb11.1410",0.178125,1.875,TRUE,"Tb11.1410",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb11.1420",0.01875,1.09375,TRUE,"Tb11.1420",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb11.15.0005",0.296875,0.46875,TRUE,"Tb11.15.0005",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb11.15.0005b",0.003125,0.3125,TRUE,"Tb11.15.0005b",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb11.15.0007b",0.003125,0.3125,TRUE,"Tb11.15.0007b",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb11.15.0008",0.0703125,1.5625,TRUE,"Tb11.15.0008",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb11.1780",0.275,7.34375,TRUE,"Tb11.1780",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb11.1790",12.3703125,25.15625,TRUE,"Tb11.1790",TRUE,1,0.0424864834748905,0.602474015517494,5,0.62588570168619,0.624290260185936,4,0.141660623798476,0.642507928118393,5,0.144192940589227,0.642507928118393,0.00244675537296531,9.35901644901149e-06,1.34213126827584e-07,1.95941910502738e-07
"Tb11.1800",0.925,12.96875,TRUE,"Tb11.1800",TRUE,1,5.46321647781971e-05,0.611945542380325,1,0.00116903845482632,0.62466307277628,6,4.12216884710162e-05,0.63140430574758,6,0.0115927483038631,0.617045177045177,0.0008149518269339,0.0128504675917211,0.00329072756582003,0.0399737752910989
"Tb11.1810",1.8671875,25.625,TRUE,"Tb11.1810",TRUE,2,1,0.53559567261846,5,0.311878749284588,0.628221126848443,4,0.224586636570925,0.634282505285412,5,0.228529897548228,0.634282505285412,1,1,0.00211539320669636,0.282702825747961
"Tb11.1810b",2.425,29.375,TRUE,"Tb11.1810b",TRUE,2,1,0.566538423596725,5,0.213612080989614,0.641012042178823,4,0.467150179878511,0.635372621564482,5,0.475763133151074,0.635372621564482,1,1,7.63438131870518e-06,0.0328208147777474
"Tb11.v5.0115",1.2578125,0.3125,TRUE,"Tb11.v5.0115",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb11.v5.0118",0.115625,0.3125,TRUE,"Tb11.v5.0118",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb11.v5.0132",1.0171875,0.46875,TRUE,"Tb11.v5.0132",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb11.v5.0133",0.009375,0.3125,TRUE,"Tb11.v5.0133",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb11.v5.0147",0.0546875,1.09375,TRUE,"Tb11.v5.0147",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb11.v5.0148",0.184375,1.71875,TRUE,"Tb11.v5.0148",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb11.v5.0149",4.2296875,5,TRUE,"Tb11.v5.0149",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb11.v5.0150",0.015625,0.3125,TRUE,"Tb11.v5.0150",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb11.v5.0151",0.1890625,3.4375,TRUE,"Tb11.v5.0151",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb11.v5.0152",2.825,5.3125,TRUE,"Tb11.v5.0152",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb11.v5.0153",0.55,2.65625,TRUE,"Tb11.v5.0153",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb11.v5.0154",1.6921875,6.25,TRUE,"Tb11.v5.0154",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb11.v5.0155",0.0078125,0.46875,TRUE,"Tb11.v5.0155",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb11.v5.0156",0.0796875,3.75,TRUE,"Tb11.v5.0156",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb11.v5.0157",0.2984375,2.03125,TRUE,"Tb11.v5.0157",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb11.v5.0158",0.225,1.71875,TRUE,"Tb11.v5.0158",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb11.v5.0159",0.1453125,1.40625,TRUE,"Tb11.v5.0159",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb11.v5.0160",0.8578125,5.9375,TRUE,"Tb11.v5.0160",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb11.v5.0161",0.0421875,1.5625,TRUE,"Tb11.v5.0161",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb11.v5.0162",5.86875,11.71875,TRUE,"Tb11.v5.0162",TRUE,1,0.128665129335146,0.565568730786122,5,1,0.559555749672428,6,0.00178035869797402,0.595378234248469,5,1,0.554637949260042,0.0163370975593999,0.00651346460310712,0.000884099708029207,0.137881491676426
"Tb11.v5.0163",0.1109375,2.1875,TRUE,"Tb11.v5.0163",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb11.v5.0164",6.55625,8.75,TRUE,"Tb11.v5.0164",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb11.v5.0165",0.5734375,2.03125,TRUE,"Tb11.v5.0165",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb11.v5.0166",0.01875,0.9375,TRUE,"Tb11.v5.0166",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb11.v5.0167",0.1265625,1.71875,TRUE,"Tb11.v5.0167",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb11.v5.0168",0.00625,0.625,TRUE,"Tb11.v5.0168",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb11.v5.0170",0.0046875,0.3125,TRUE,"Tb11.v5.0170",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb11.v5.0171",0.0171875,0.625,TRUE,"Tb11.v5.0171",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb11.v5.0172",0.1890625,3.28125,TRUE,"Tb11.v5.0172",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb11.v5.0173",0.9515625,9.0625,TRUE,"Tb11.v5.0173",TRUE,1,1,0.53391889913629,5,1,0.528857552879516,6,1,0.533873197708868,7,1,0.555958525131353,1,1,1,1
"Tb11.v5.0174",1.434375,4.375,TRUE,"Tb11.v5.0174",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb11.v5.0175",0.6484375,3.4375,TRUE,"Tb11.v5.0175",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb11.v5.0176",0.24375,2.65625,TRUE,"Tb11.v5.0176",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb11.v5.0177",0.1,1.5625,TRUE,"Tb11.v5.0177",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb11.v5.0178",0.3703125,5.625,TRUE,"Tb11.v5.0178",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb11.v5.0179",0.0578125,1.40625,TRUE,"Tb11.v5.0179",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb11.v5.0180",0.2,2.5,TRUE,"Tb11.v5.0180",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb11.v5.0181",0.2640625,9.53125,TRUE,"Tb11.v5.0181",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb11.v5.0182",0.53125,19.375,TRUE,"Tb11.v5.0182",TRUE,1,3.92479858485824e-06,0.629512516469038,1,0.0400545720706214,0.612646001796945,5,0.440196289989927,0.604613704613705,6,0.0525067205875471,0.615140415140415,0.000118571149699825,0.000470689821620913,7.26979272856472e-06,6.59971143686463e-06
"Tb11.v5.0183",0.15,1.875,TRUE,"Tb11.v5.0183",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb11.v5.0184",0.0453125,1.40625,TRUE,"Tb11.v5.0184",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb11.v5.0185",0.7484375,3.4375,TRUE,"Tb11.v5.0185",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb11.v5.0186",0.0421875,2.1875,TRUE,"Tb11.v5.0186",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb11.v5.0187",0.0140625,1.09375,TRUE,"Tb11.v5.0187",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb11.v5.0188",0.2984375,1.5625,TRUE,"Tb11.v5.0188",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb11.v5.0189",0.075,0.9375,TRUE,"Tb11.v5.0189",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb11.v5.0190",2.0265625,15,TRUE,"Tb11.v5.0190",TRUE,1,1,0.549641340945689,5,1,0.58694702689212,4,1,0.583707716701903,5,1,0.583707716701903,1,0.172445096455409,0.0120078383840395,0.209731406176729
"Tb11.v5.0191",0.009375,0.46875,TRUE,"Tb11.v5.0191",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb11.v5.0192",0.446875,1.875,TRUE,"Tb11.v5.0192",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb11.v5.0193",0.1359375,1.5625,TRUE,"Tb11.v5.0193",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb11.v5.0194",0.0203125,0.9375,TRUE,"Tb11.v5.0194",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb11.v5.0195",0.18125,2.34375,TRUE,"Tb11.v5.0195",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb11.v5.0196",2.2625,7.96875,TRUE,"Tb11.v5.0196",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb11.v5.0197",0.2953125,4.0625,TRUE,"Tb11.v5.0197",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb11.v5.0200",2.4828125,11.5625,TRUE,"Tb11.v5.0200",TRUE,1,0.00104317368069981,0.58211096471966,1,0.374929199138502,0.573899371069182,6,0.083471339085371,0.576614655342682,6,0.259857571704389,0.578803418803419,0.00333984396782358,0.139917719104516,0.0961512064777632,0.122780368346657
"Tb11.v5.0201",2.746875,4.6875,TRUE,"Tb11.v5.0201",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb11.v5.0202",0.059375,1.5625,TRUE,"Tb11.v5.0202",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb11.v5.0203",0.871875,3.125,TRUE,"Tb11.v5.0203",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb11.v5.0204",0.515625,3.90625,TRUE,"Tb11.v5.0204",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb11.v5.0205",0.0484375,1.25,TRUE,"Tb11.v5.0205",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb11.v5.0206",0.0796875,1.09375,TRUE,"Tb11.v5.0206",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb11.v5.0207",0.48125,5.46875,TRUE,"Tb11.v5.0207",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb11.v5.0208",0.1890625,1.09375,TRUE,"Tb11.v5.0208",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb11.v5.0209",0.728125,8.4375,TRUE,"Tb11.v5.0209",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb11.v5.0214",0.059375,3.4375,TRUE,"Tb11.v5.0214",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb11.v5.0215",0.0453125,1.09375,TRUE,"Tb11.v5.0215",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb11.v5.0216",0.025,0.3125,TRUE,"Tb11.v5.0216",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb11.v5.0218",0.3796875,4.84375,TRUE,"Tb11.v5.0218",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb11.v5.0219",0.9734375,4.375,TRUE,"Tb11.v5.0219",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb11.v5.0220",0.0203125,0.46875,TRUE,"Tb11.v5.0220",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb11.v5.0221",1.034375,6.09375,TRUE,"Tb11.v5.0221",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb11.v5.0222",8.3796875,14.375,TRUE,"Tb11.v5.0222",TRUE,2,0.105377867297801,0.580743809805662,5,0.0298662590914209,0.620452985586822,4,0.0476384454038007,0.620110993657505,5,0.0484258577245246,0.620110993657505,1,0.230275844953085,0.492644511342672,0.750064983301639
"Tb11.v5.0223",0.65625,4.6875,TRUE,"Tb11.v5.0223",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb11.v5.0224",0.1734375,1.09375,TRUE,"Tb11.v5.0224",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
